kind,id,name,context,go_verdict,classic_verdict,spell_chain,server_values,server_values_not_in_go,go_numbers,go_locations,server_values_not_in_classic,classic_tooltip_numbers,server_description,classic_tooltip_text,module_files
set,795,Earthshatter Battlegear,2 pieces,review Go locations,match,60168,60168 effect1=10,,2 4 0.1 0 0.05,sim/shaman/items_wotlk.go:201 sim/shaman/lightning_shield.go:25 sim/shaman/talents.go:328,,10,Your Lightning Shield damage is increased by $s1%.,Lightning Shield Boost Requires Shaman Your Lightning Shield damage is increased by 10%.,
set,795,Earthshatter Battlegear,4 pieces,review Go locations,match,60169,60169 effect1=5,,2 4 0.1 0 0.05,sim/shaman/items_wotlk.go:201 sim/shaman/lightning_shield.go:25 sim/shaman/talents.go:328,,5,Your Flurry effect provides an additional $s1% melee haste.,Flurry Haste Speedup Requires Shaman Your Flurry effect provides an additional 5% melee haste.,
set,796,Earthshatter Garb,2 pieces,review Go locations,match,60164,60164 effect1=5,,2 4 0.1 0 0.95 1,sim/shaman/items_wotlk.go:25 sim/shaman/lavaburst.go:71 sim/shaman/lightning_bolt.go:18,,5,Your Lightning Bolt costs $s1% less mana.,Lightning Bolt Crit Mana Back Requires Shaman Your Lightning Bolt costs 5% less mana.,
set,796,Earthshatter Garb,4 pieces,review Go locations,match,60165,60165 effect1=10,,2 4 0.1 0 0.95 1,sim/shaman/items_wotlk.go:25 sim/shaman/lavaburst.go:71 sim/shaman/lightning_bolt.go:18,,10,The bonus critical strike damage of your Lava Burst is increased by $s1%.,Lava Burst Bonus Crit Damage Requires Shaman The bonus critical strike damage of your Lava Burst is increased by 10%.,
set,797,Earthshatter Regalia,2 pieces,not in sim Go,match,60166,60166 effect1=10; 60166 effect2=10,,,,,10,Your Water Shield is $s1% stronger.,Water Shield Boost Requires Shaman Your Water Shield is 10% stronger.,
set,797,Earthshatter Regalia,4 pieces,not in sim Go,match,60167,60167 effect1=5,,,,,5,Increases the healing done by your Chain Heal and Healing Wave by $s1%.,Spirit Link Chain Heal Boost Requires Shaman Increases the healing done by your Chain Heal and Healing Wave by 5%.,
set,813,Eviscerator's Battlegear,6 pieces,not in sim Go,match,63972,63972 effect1=50,,,,,50,+$s1 Resilience Rating.,Increased Resilience 50 +50 Resilience Rating.,
set,813,Eviscerator's Battlegear,4 pieces,not in sim Go,match,63973,63973 effect1=75,,,,,75,+$s1 Stamina.,Increased Stamina 75 +75 Stamina.,
set,894,Frost Witch's Battlegear,4 pieces,review Go locations,match,70832,70832 effect1=15,,2 4 1.2 70831 10,sim/shaman/items_wotlk.go:238 sim/shaman/shamanistic_rage.go:15 sim/shaman/talents.go:386,,10 4 3 5 15 20 10,"Each time the beneficial effect of your Maelstrom Weapon talent reaches 5 charges, you have a $s1% chance to gain $70831s1% attack power for $70831d.","Item - Shaman T10 Enhancement 4P Bonus Rank 3 Requires Shaman Each time the beneficial effect of your Maelstrom Weapon talent reaches 5 charges, you have a 15% chance to gain 20% attack power for 10 sec.",
set,894,Frost Witch's Battlegear,2 pieces,review Go locations,match,70830 > 70829,70829 effect1=12; 70829 duration=15,,2 4 1.2 70831 10,sim/shaman/items_wotlk.go:238 sim/shaman/shamanistic_rage.go:15 sim/shaman/talents.go:386,,10 2 3 12 15 1 12,When you activate your Shamanistic Rage ability you also deal $70829s1% additional damage for $70829d.,Item - Shaman T10 Enhancement 2P Bonus Rank 3 Requires Shaman When you activate your Shamanistic Rage ability you also deal 12% additional damage for 15 sec.,
set,892,Frost Witch's Garb,4 pieces,not in sim Go,match,70808,70808 effect1=25,,,,,10 4 25 9,Your Chain Heal critical strikes cause the target to heal for $s1% of the healed amount over $70809d.,Item - Shaman T10 Restoration 4P Bonus Requires Shaman Your Chain Heal critical strikes cause the target to heal for 25% of the healed amount over 9 sec.,
set,892,Frost Witch's Garb,2 pieces,not in sim Go,match,70807 > 70806,70806 effect1=20; 70806 duration=10,,,,,10 2 3 20 10 45 20,Your Riptide spell grants $70806s1% spell haste for your next spellcast within $70806d.,Item - Shaman T10 Restoration 2P Bonus Rank 3 Requires Shaman Your Riptide spell grants 20% spell haste for your next spellcast within 10 sec.,
set,893,Frost Witch's Regalia,4 pieces,review Go locations,differs,70817,70817 effect1=6,,2 4 1 6,sim/shaman/items_wotlk.go:48 sim/shaman/talents.go:245,70817 effect1=6,10 4,Your Lava Burst spell causes your Flame Shock effect on the target to deal at least two additional periodic damage ticks before expiring.,Item - Shaman T10 Elemental 4P Bonus Requires Shaman Your Lava Burst spell causes your Flame Shock effect on the target to deal at least two additional periodic damage ticks before expiring.,
set,893,Frost Witch's Regalia,2 pieces,review Go locations,differs,70811,70811 effect1=2000,,2 4 1 6,sim/shaman/items_wotlk.go:48 sim/shaman/talents.go:245,70811 effect1=2000,10 2 3 2,Your Lightning Bolt and Chain Lightning spells reduce the remaining cooldown on your Elemental Mastery talent by ${$m1/1000} sec.,Item - Shaman T10 Elemental 2P Bonus Rank 3 Requires Shaman Your Lightning Bolt and Chain Lightning spells reduce the remaining cooldown on your Elemental Mastery talent by 2 sec.,
set,803,Frostfire Garb,2 pieces,review Go locations,match,61062,61062 effect1=25; 61062 effect2=225,,2 4 0.05,sim/mage/items.go:27 sim/mage/mana_gems.go:15,,25 225 15,"You gain $s1% more mana when you use a mana gem.  In addition, using a mana gem grants you $37445s1 spell power for $37445d.","Improved Mana Gems Requires Mage You gain 25% more mana when you use a mana gem. In addition, using a mana gem grants you 225 spell power for 15 sec.",
set,803,Frostfire Garb,4 pieces,review Go locations,match,60146,60146 effect1=5,,2 4 0.05,sim/mage/items.go:27 sim/mage/mana_gems.go:15,,5,Your offensive spells gain an additional $s1% increased critical strike bonus damage.,Crit Strike Damage Percent Requires Mage Your offensive spells gain an additional 5% increased critical strike bonus damage.,
set,819,Frostsavage Battlegear,6 pieces,not in sim Go,match,63972,63972 effect1=50,,,,,50,+$s1 Resilience Rating.,Increased Resilience 50 +50 Resilience Rating.,
set,819,Frostsavage Battlegear,4 pieces,not in sim Go,match,63973,63973 effect1=75,,,,,75,+$s1 Stamina.,Increased Stamina 75 +75 Stamina.,
set,756,Frostscale Binding,2 pieces,not in sim Go,match,51223,51223 effect1=15,,,,,15,Increases your hit rating by $s1.,Increased Hit 15 Increases your hit rating by 15.,
set,756,Frostscale Binding,4 pieces,not in sim Go,match,51225,51225 effect1=30,,,,,30,Increases your attack power by $s1.,Increased Attack Power 30 Increases your attack power by 30.,
set,763,Frostwoven Power,4 pieces,not in sim Go,match,55564,55564 effect1=15,,,,,15,Increases your Spirit by $s1.,Increase Spirit 15 Increases your Spirit by 15.,
set,763,Frostwoven Power,2 pieces,not in sim Go,match,55565,55565 effect1=18; 55565 effect2=18,,,,,15 18,Increases your spell power by $s1.,Increase Spell Power 15 Increases your spell power by 18.,
set,805,Garb of Faith,2 pieces,review Go locations,match,60156,60156 effect1=10,,2 4 0.9 1 10 0,sim/priest/items.go:35 sim/priest/mind_blast.go:40 sim/priest/set_bonuses.go:5 sim/priest/set_bonuses.go:6 sim/priest/shadow_word_death.go:46,,10,The mana cost of your Mind Blast is reduced by $s1%.,Mind Blast Cost Reduction Requires Priest The mana cost of your Mind Blast is reduced by 10%.,
set,805,Garb of Faith,4 pieces,review Go locations,match,60157,60157 effect1=10,,2 4 0.9 1 10 0,sim/priest/items.go:35 sim/priest/mind_blast.go:40 sim/priest/set_bonuses.go:5 sim/priest/set_bonuses.go:6 sim/priest/shadow_word_death.go:46,,10,Your Shadow Word: Death has an additional $s1% chance to critically strike.,Shadow Word Death Crit Requires Priest Your Shadow Word: Death has an additional 10% chance to critically strike.,
set,858,Garona's Battlegear,4 pieces,review Go locations,match,67211,67211 effect1=5,,2 67209 15 40 0 0.02 4 5,sim/rogue/items.go:40 sim/rogue/backstab.go:33 sim/rogue/hemorrhage.go:77 sim/rogue/mutilate.go:26 sim/rogue/sinister_strike.go:30,,9 4 5,"Increases the critical strike chance of your Hemorrhage, Sinister Strike, Backstab, and Mutilate abilities by $s1%.","Item - Rogue T9 4P Bonus (Hemorrhage, Sinister Strike, Backstab, and Mutilate) Requires Rogue Increases the critical strike chance of your Hemorrhage, Sinister Strike, Backstab, and Mutilate abilities by 5%.",
set,858,Garona's Battlegear,2 pieces,review Go locations,match,67209 > 67210,67209 proc chance=2; 67209 proc cooldown=15; 67210 effect1=40; 67210 duration=15,,2 15 40 0 0.02 4 5,sim/rogue/items.go:40 sim/rogue/backstab.go:33 sim/rogue/hemorrhage.go:77 sim/rogue/mutilate.go:26 sim/rogue/sinister_strike.go:30,,9 2 40 2 15 40 15,Your Rupture ability has a chance each time it deals damage to reduce the cost of your next ability by $67210s1 energy.,"Item - Rogue T9 2P Bonus (Rupture) Requires Rogue Your Rupture ability has a chance each time it deals damage to reduce the cost of your next ability by 40 energy. (Proc chance: 2%, 15s cooldown)",
set,765,Gladiator's Battlegear,4 pieces,review Go locations,differs,22738,22738 effect1=5000,,2 100 50 4 150,sim/warrior/items.go:45,22738 effect1=5000,1 5,Reduces the cooldown of your Intercept ability by $/1000;s1 sec.,Intercept Cooldown Reduction Rank 1 Requires Warrior Reduces the cooldown of your Intercept ability by 5 sec.,
set,765,Gladiator's Battlegear,2 pieces,review Go locations,match,56449,56449 effect1=100,,2 100 50 4 150,sim/warrior/items.go:45,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,765,Gladiator's Battlegear,2 pieces,review Go locations,match,71850,71850 effect1=50; 71850 effect2=50,,2 100 50 4 150,sim/warrior/items.go:45,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,765,Gladiator's Battlegear,4 pieces,review Go locations,match,71858,71858 effect1=150; 71858 effect2=150,,2 100 50 4 150,sim/warrior/items.go:45,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,768,Gladiator's Desecration,2 pieces,not in sim Go,match,56449,56449 effect1=100,,,,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,768,Gladiator's Desecration,4 pieces,not in sim Go,match,61257,61257 effect1=15,,,,,5 1 15 5,Whenever you are struck by a movement-impairing effect you will generate $s1 runic power over $61258d.,Runic Power Back on Snare/Root Rank 5 Requires Death Knight Requires level 1 Whenever you are struck by a movement-impairing effect you will generate 15 runic power over 5 sec.,
set,768,Gladiator's Desecration,2 pieces,not in sim Go,match,71850,71850 effect1=50; 71850 effect2=50,,,,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,768,Gladiator's Desecration,4 pieces,not in sim Go,match,71858,71858 effect1=150; 71858 effect2=150,,,,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,770,Gladiator's Earthshaker,2 pieces,review Go locations,match,56449,56449 effect1=100,,2 50 100 4 150 6 8,sim/shaman/items_wotlk.go:250 sim/shaman/stormstrike.go:91,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,770,Gladiator's Earthshaker,4 pieces,review Go locations,differs,33018,33018 effect1=2000,,2 50 100 4 150 6 8,sim/shaman/items_wotlk.go:250 sim/shaman/stormstrike.go:91,33018 effect1=2000,1 2,Reduces the cooldown of your Stormstrike ability by $/1000;s1 sec.,Shaman Stormstrike Cooldown Reduction Rank 1 Requires Shaman Reduces the cooldown of your Stormstrike ability by 2 sec.,
set,770,Gladiator's Earthshaker,2 pieces,review Go locations,match,71850,71850 effect1=50; 71850 effect2=50,,2 50 100 4 150 6 8,sim/shaman/items_wotlk.go:250 sim/shaman/stormstrike.go:91,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,770,Gladiator's Earthshaker,4 pieces,review Go locations,match,71858,71858 effect1=150; 71858 effect2=150,,2 50 100 4 150 6 8,sim/shaman/items_wotlk.go:250 sim/shaman/stormstrike.go:91,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,780,Gladiator's Felshroud,4 pieces,review Go locations,differs,23047,23047 effect1=200; 23047 effect2=200,,2 29 4 88,sim/warlock/items.go:189,23047 effect1=200; 23047 effect2=200,0.2,Reduces the casting time of your Fear spell by ${$m1/-1000}.1 sec.,Fear Cast Time Reduction Requires Warlock Reduces the casting time of your Fear spell by 0.2 sec.,
set,780,Gladiator's Felshroud,2 pieces,review Go locations,match,56509,56509 effect1=100,,2 29 4 88,sim/warlock/items.go:189,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,780,Gladiator's Felshroud,2 pieces,review Go locations,match,71852,71852 effect1=29; 71852 effect2=29,,2 29 4 88,sim/warlock/items.go:189,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,780,Gladiator's Felshroud,4 pieces,review Go locations,match,71860,71860 effect1=88; 71860 effect2=88,,2 29 4 88,sim/warlock/items.go:189,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,777,Gladiator's Investiture,2 pieces,review Go locations,match,56450,56450 effect1=100,,2 100 29 4 88 0,sim/priest/items.go:205 sim/priest/power_word_shield.go:14,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,777,Gladiator's Investiture,4 pieces,review Go locations,differs,33333,33333 effect1=2000,,2 100 29 4 88 0,sim/priest/items.go:205 sim/priest/power_word_shield.go:14,33333 effect1=2000,2,Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by $/1000;s1 sec.,Weakened Soul Reduction Requires Priest Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by 2 sec.,
set,777,Gladiator's Investiture,2 pieces,review Go locations,match,71851,71851 effect1=29; 71851 effect2=29,,2 100 29 4 88 0,sim/priest/items.go:205 sim/priest/power_word_shield.go:14,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,777,Gladiator's Investiture,4 pieces,review Go locations,match,71853,71853 effect1=88; 71853 effect2=88,,2 100 29 4 88 0,sim/priest/items.go:205 sim/priest/power_word_shield.go:14,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,772,Gladiator's Pursuit,4 pieces,review Go locations,differs,61256,61256 effect1=2000,,2 50 4 150,sim/hunter/wotlk_items.go:13,61256 effect1=2000,5 1 2,Reduces the cooldown of your Traps by $/1000;s1 seconds.,Trap Cooldown Reduction Rank 5 Requires Hunter Requires level 1 Reduces the cooldown of your Traps by 2 seconds.,
set,772,Gladiator's Pursuit,2 pieces,review Go locations,match,56449,56449 effect1=100,,2 50 4 150,sim/hunter/wotlk_items.go:13,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,772,Gladiator's Pursuit,2 pieces,review Go locations,match,71850,71850 effect1=50; 71850 effect2=50,,2 50 4 150,sim/hunter/wotlk_items.go:13,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,772,Gladiator's Pursuit,4 pieces,review Go locations,match,71858,71858 effect1=150; 71858 effect2=150,,2 50 4 150,sim/hunter/wotlk_items.go:13,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,778,Gladiator's Raiment,4 pieces,review Go locations,differs,33333,33333 effect1=2000,,2 100 29 4 88 0,sim/priest/items.go:217 sim/priest/power_word_shield.go:15,33333 effect1=2000,2,Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by $/1000;s1 sec.,Weakened Soul Reduction Requires Priest Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by 2 sec.,
set,778,Gladiator's Raiment,2 pieces,review Go locations,match,56509,56509 effect1=100,,2 100 29 4 88 0,sim/priest/items.go:217 sim/priest/power_word_shield.go:15,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,778,Gladiator's Raiment,2 pieces,review Go locations,match,71852,71852 effect1=29; 71852 effect2=29,,2 100 29 4 88 0,sim/priest/items.go:217 sim/priest/power_word_shield.go:15,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,778,Gladiator's Raiment,4 pieces,review Go locations,match,71860,71860 effect1=88; 71860 effect2=88,,2 100 29 4 88 0,sim/priest/items.go:217 sim/priest/power_word_shield.go:15,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,767,Gladiator's Redemption,4 pieces,not in sim Go,match,58000,58000 effect1=10,,,,,10,Increases the healing of your Holy Shock spell by $m%.,Holy Shock Bonus Requires Paladin Increases the healing of your Holy Shock spell by 10%.,
set,767,Gladiator's Redemption,2 pieces,not in sim Go,match,56450,56450 effect1=100,,,,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,767,Gladiator's Redemption,2 pieces,not in sim Go,match,71851,71851 effect1=29; 71851 effect2=29,,,,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,767,Gladiator's Redemption,4 pieces,not in sim Go,match,71853,71853 effect1=88; 71853 effect2=88,,,,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,773,Gladiator's Refuge,2 pieces,not in sim Go,match,56450,56450 effect1=100,,,,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,773,Gladiator's Refuge,4 pieces,not in sim Go,differs,38417,38417 effect1=2000,,,,38417 effect1=2000,2,Reduces the cooldown of your Swiftmend ability by ${$m1/-1000} sec.,Reduced Swiftmend Cooldown Requires Druid Reduces the cooldown of your Swiftmend ability by 2 sec.,
set,773,Gladiator's Refuge,2 pieces,not in sim Go,match,71851,71851 effect1=29; 71851 effect2=29,,,,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,773,Gladiator's Refuge,4 pieces,not in sim Go,match,71853,71853 effect1=88; 71853 effect2=88,,,,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,779,Gladiator's Regalia,2 pieces,review Go locations,match,56509,56509 effect1=100,,2 100 29 4 88,sim/mage/items.go:124,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,779,Gladiator's Regalia,4 pieces,review Go locations,differs,44302,44302 effect1=150,,2 100 29 4 88,sim/mage/items.go:124,44302 effect1=150,0.15,Reduces the casting time of your Polymorph spell by ${$m1/-1000}.2 sec.,Improved Polymorph Requires Mage Reduces the casting time of your Polymorph spell by 0.15 sec.,
set,779,Gladiator's Regalia,2 pieces,review Go locations,match,71852,71852 effect1=29; 71852 effect2=29,,2 100 29 4 88,sim/mage/items.go:124,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,779,Gladiator's Regalia,4 pieces,review Go locations,match,71860,71860 effect1=88; 71860 effect2=88,,2 100 29 4 88,sim/mage/items.go:124,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,775,Gladiator's Sanctuary,2 pieces,review Go locations,match,56449,56449 effect1=100,,2 100 50 4 150,sim/druid/items.go:190,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,775,Gladiator's Sanctuary,4 pieces,review Go locations,match,23218,23218 effect1=15,,2 100 50 4 150,sim/druid/items.go:190,,15,"Increases your movement speed by $s1% while in Bear Form, Cat Form, or Travel Form.  Only active outdoors.","Feral Move Speed Increase Requires Druid Requires Cat Form, Travel Form, Bear Form, Dire Bear Form Increases your movement speed by 15% while in Bear Form, Cat Form, or Travel Form. Only active outdoors.",
set,775,Gladiator's Sanctuary,2 pieces,review Go locations,match,71850,71850 effect1=50; 71850 effect2=50,,2 100 50 4 150,sim/druid/items.go:190,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,775,Gladiator's Sanctuary,4 pieces,review Go locations,match,71858,71858 effect1=150; 71858 effect2=150,,2 100 50 4 150,sim/druid/items.go:190,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,769,Gladiator's Thunderfist,2 pieces,not in sim Go,match,56509,56509 effect1=100,,,,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,769,Gladiator's Thunderfist,4 pieces,not in sim Go,differs,44299,44299 effect1=1500,,,,44299 effect1=1500,1.5,Reduces the cooldown of your Grounding Totem ability by ${$m1/-1000}.1 sec.,Improved Grounding Totem Requires Shaman Reduces the cooldown of your Grounding Totem ability by 1.5 sec.,
set,769,Gladiator's Thunderfist,2 pieces,not in sim Go,match,71852,71852 effect1=29; 71852 effect2=29,,,,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,769,Gladiator's Thunderfist,4 pieces,not in sim Go,match,71860,71860 effect1=88; 71860 effect2=88,,,,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,776,Gladiator's Vestments,4 pieces,review Go locations,match,21975,21975 effect1=10,,2 100 50 4 150 10,sim/rogue/items.go:11 sim/rogue/rogue.go:225,,10,Increases your maximum Energy by $s1.,Vigor Increases your maximum Energy by 10.,
set,776,Gladiator's Vestments,2 pieces,review Go locations,match,56449,56449 effect1=100,,2 100 50 4 150 10,sim/rogue/items.go:11 sim/rogue/rogue.go:225,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,776,Gladiator's Vestments,2 pieces,review Go locations,match,71850,71850 effect1=50; 71850 effect2=50,,2 100 50 4 150 10,sim/rogue/items.go:11 sim/rogue/rogue.go:225,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,776,Gladiator's Vestments,4 pieces,review Go locations,match,71858,71858 effect1=150; 71858 effect2=150,,2 100 50 4 150 10,sim/rogue/items.go:11 sim/rogue/rogue.go:225,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,766,Gladiator's Vindication,2 pieces,review Go locations,match,56449,56449 effect1=100,,2 50 100 4 150 1 0,sim/paladin/items.go:136 sim/paladin/judgement.go:41 sim/paladin/judgement.go:83,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,766,Gladiator's Vindication,4 pieces,review Go locations,differs,61776,61776 effect1=1000,,2 50 100 4 150 1 0,sim/paladin/items.go:136 sim/paladin/judgement.go:41 sim/paladin/judgement.go:83,61776 effect1=1000,1,Reduces the cooldown of your Judgements by $/1000;s1 sec.,Judgement Cooldown Reduction Requires Paladin Reduces the cooldown of your Judgements by 1 sec.,
set,766,Gladiator's Vindication,2 pieces,review Go locations,match,71850,71850 effect1=50; 71850 effect2=50,,2 50 100 4 150 1 0,sim/paladin/items.go:136 sim/paladin/judgement.go:41 sim/paladin/judgement.go:83,,50,Increases attack power by $s1.,Attack Power 50 Increases attack power by 50.,
set,766,Gladiator's Vindication,4 pieces,review Go locations,match,71858,71858 effect1=150; 71858 effect2=150,,2 50 100 4 150 1 0,sim/paladin/items.go:136 sim/paladin/judgement.go:41 sim/paladin/judgement.go:83,,150,Increases attack power by $s1.,Attack Power 150 Increases attack power by 150.,
set,771,Gladiator's Wartide,2 pieces,review Go locations,match,56450,56450 effect1=100,,2 29 100 4 88,sim/shaman/items_wotlk.go:266,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,771,Gladiator's Wartide,4 pieces,review Go locations,differs,44299,44299 effect1=1500,,2 29 100 4 88,sim/shaman/items_wotlk.go:266,44299 effect1=1500,1.5,Reduces the cooldown of your Grounding Totem ability by ${$m1/-1000}.1 sec.,Improved Grounding Totem Requires Shaman Reduces the cooldown of your Grounding Totem ability by 1.5 sec.,
set,771,Gladiator's Wartide,4 pieces,review Go locations,match,71853,71853 effect1=88; 71853 effect2=88,,2 29 100 4 88,sim/shaman/items_wotlk.go:266,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,771,Gladiator's Wartide,2 pieces,review Go locations,match,71851,71851 effect1=29; 71851 effect2=29,,2 29 100 4 88,sim/shaman/items_wotlk.go:266,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,774,Gladiator's Wildhide,2 pieces,review Go locations,match,56509,56509 effect1=100,,2 29 100 4 88 1.5 1500 46832 15 0.85,sim/druid/items.go:144,,100,+$s1 resilience rating.,Increased Resilience 100 +100 resilience rating.,
set,774,Gladiator's Wildhide,4 pieces,review Go locations,differs,46832 > 46833,46832 proc chance=15; 46832 proc cooldown=15; 46833 effect1=1500; 46833 duration=15,,2 29 100 4 88 1.5 1500 15 0.85,sim/druid/items.go:144,46833 effect1=1500,1.5 15 1.5,Your Wrath casts have a chance to reduce the cast time on your next Starfire by 1.5 sec.,"Moonkin Starfire Bonus Requires Druid Your Wrath casts have a chance to reduce the cast time on your next Starfire by 1.5 sec. (Proc chance: 15%, 15s cooldown)",
set,774,Gladiator's Wildhide,2 pieces,review Go locations,match,71852,71852 effect1=29; 71852 effect2=29,,2 29 100 4 88 1.5 1500 46832 15 0.85,sim/druid/items.go:144,,29,Increases spell power by $s1.,Increase Spell Power Increases spell power by 29.,
set,774,Gladiator's Wildhide,4 pieces,review Go locations,match,71860,71860 effect1=88; 71860 effect2=88,,2 29 100 4 88 1.5 1500 46832 15 0.85,sim/druid/items.go:144,,88,Increases spell power by $s1.,Increase Spell Power Increases spell power by 88.,
set,669,Gronnstalker's Armor,2 pieces,review Go locations,match,38390,38390 effect1=25,,2 4 1.25 1 0.1 0,sim/hunter/items.go:11 sim/hunter/aspects.go:80 sim/hunter/steady_shot.go:79,,25,Increases the mana you gain from your Aspect of the Viper by $s1%.,Improved Aspect of the Viper Requires Hunter Increases the mana you gain from your Aspect of the Viper by 25%.,
set,669,Gronnstalker's Armor,4 pieces,review Go locations,match,38392,38392 effect1=10,,2 4 1.25 1 0.1 0,sim/hunter/items.go:11 sim/hunter/aspects.go:80 sim/hunter/steady_shot.go:79,,10,Increases the damage dealt by your Steady Shot ability by $s1%.,Improved Steady Shot Requires Hunter Increases the damage dealt by your Steady Shot ability by 10%.,
set,845,Gul'dan's Regalia,2 pieces,review Go locations,match,67230,67230 effect1=10,,2 10 4 0.1 0,sim/warlock/items.go:112 sim/warlock/conflagrate.go:49 sim/warlock/corruption.go:39 sim/warlock/immolate.go:42 sim/warlock/unstable_affliction.go:38,,9 2 10,Increases your pet's critical strike chance with all its attacks by $s1%.,Item - Warlock T9 2P Bonus Requires Warlock Increases your pet's critical strike chance with all its attacks by 10%.,
set,845,Gul'dan's Regalia,4 pieces,review Go locations,match,67231,67231 effect1=10; 67231 effect2=10,,2 10 4 0.1 0,sim/warlock/items.go:112 sim/warlock/conflagrate.go:49 sim/warlock/corruption.go:39 sim/warlock/immolate.go:42 sim/warlock/unstable_affliction.go:38,,9 4 10,"Increases the damage done by your Immolate, Corruption, and Unstable Affliction spells by $s1%.","Item - Warlock T9 4P Bonus (Immolate, Corruption, and Unstable Affliction) Requires Warlock Increases the damage done by your Immolate, Corruption, and Unstable Affliction spells by 10%.",
set,868,Hellscream's Battlegear,2 pieces,review Go locations,differs,67234,67234 effect1=2; 67234 effect2=6; 67234 effect3=25,,2 4 5 0 6,sim/warrior/items.go:221 sim/warrior/heroic_strike_cleave.go:26 sim/warrior/slam.go:33 sim/warrior/stances.go:68 sim/warrior/stances.go:163,67234 effect3=25,9 2 6,"Berserker Stance grants an additional $s1% critical strike chance, and Battle Stance grants an additional $s2% armor penetration.","Item - Warrior T9 Melee 2P Bonus (Berserker Stance and Battle Stance) Requires Warrior Berserker Stance grants an additional 2% critical strike chance, and Battle Stance grants an additional 6% armor penetration.",
set,868,Hellscream's Battlegear,4 pieces,review Go locations,match,67268,67268 effect1=5,,2 4 5 0 6,sim/warrior/items.go:221 sim/warrior/heroic_strike_cleave.go:26 sim/warrior/slam.go:33 sim/warrior/stances.go:68 sim/warrior/stances.go:163,,9 4 5,Increases the critical strike chance of your Slam and Heroic Strike abilities by $s1%.,Item - Warrior T9 Melee 4P Bonus (Heroic Strike and Slam) Requires Warrior Increases the critical strike chance of your Slam and Heroic Strike abilities by 5%.,
