kind,id,name,context,go_verdict,classic_verdict,spell_chain,server_values,server_values_not_in_go,go_numbers,go_locations,server_values_not_in_classic,classic_tooltip_numbers,server_description,classic_tooltip_text,module_files
item,35032,Brutal Gladiator's Leather Gloves,equip,not in sim Go,differs,32748,32748 effect1=100,,,,32748 effect1=100,5 1 3,Causes your Deadly Throw ability to interrupt spellcasting and prevent any spell in that school from being cast for $32747d.,Deadly Throw Interrupt Rank 5 Requires Rogue Requires level 1 Causes your Deadly Throw ability to interrupt spellcasting and prevent any spell in that school from being cast for 3 sec.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35039,Brutal Gladiator's Libram of Fortitude,equip,not in sim Go,match,46091 > 46089,46089 effect1=39; 46089 duration=6,,,,,39 6,Your Judgement ability also grants you $46089s1 resilience rating for $46089d.,Brutal Libram of Fortitude Requires Paladin Your Judgement ability also grants you 39 resilience rating for 6 sec.,
item,35040,Brutal Gladiator's Libram of Justice,equip,not in sim Go,match,46092 > 46093,46093 effect1=39; 46093 duration=6,,,,,39 6,Causes your Flash of Light to increase the target's Resilience rating by $46093s1 for $46093d.,Brutal Libram of Justice Requires Paladin Causes your Flash of Light to increase the target's Resilience rating by 39 for 6 sec.,
item,35041,Brutal Gladiator's Libram of Vengeance,equip,not in sim Go,match,46095 > 46089,46089 effect1=39; 46089 duration=6,,,,,39 6,Your Holy Shield ability also grants you $46089s1 resilience rating for $46089d.,Brutal Libram of Vengeance Requires Paladin Your Holy Shield ability also grants you 39 resilience rating for 6 sec.,
item,35043,Brutal Gladiator's Linked Gauntlets,equip,not in sim Go,match,32973,32973 effect1=5,,,,,1 5,Improves the range of your Shock and Wind Shear spells by $s1 yards.,Shaman Shock Range Bonus Rank 1 Requires Shaman Improves the range of your Shock and Wind Shear spells by 5 yards.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35049,Brutal Gladiator's Mail Gauntlets,equip,not in sim Go,match,32973,32973 effect1=5,,,,,1 5,Improves the range of your Shock and Wind Shear spells by $s1 yards.,Shaman Shock Range Bonus Rank 1 Requires Shaman Improves the range of your Shock and Wind Shear spells by 5 yards.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35053,Brutal Gladiator's Mooncloth Gloves,equip,not in sim Go,differs,44297,44297 effect1=3000,,,,44297 effect1=3000,3,Reduces the cooldown of your Psychic Scream ability by ${$m1/-1000} sec.,Improved Psychic Scream Requires Priest Reduces the cooldown of your Psychic Scream ability by 3 sec.,
item,35060,Brutal Gladiator's Ornamented Gloves,equip,not in sim Go,match,38522,38522 effect1=2,,,,,2,Increases the critical effect chance of your Flash of Light by $s1%.,Increased Flash of Light Crit Chance Requires Paladin Increases the critical effect chance of your Flash of Light by 2%.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35067,Brutal Gladiator's Plate Gauntlets,equip,not in sim Go,differs,22778,22778 effect1=30,,,,22778 effect1=30,1 3,Reduces the rage cost of your Hamstring ability by $/10;s1.,Hamstring Rage Reduction Rank 1 Requires Warrior Reduces the rage cost of your Hamstring ability by 3.,
item,35078,Brutal Gladiator's Ringmail Gauntlets,equip,not in sim Go,match,32973,32973 effect1=5,,,,,1 5,Improves the range of your Shock and Wind Shear spells by $s1 yards.,Shaman Shock Range Bonus Rank 1 Requires Shaman Improves the range of your Shock and Wind Shear spells by 5 yards.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35083,Brutal Gladiator's Satin Gloves,equip,not in sim Go,differs,44297,44297 effect1=3000,,,,44297 effect1=3000,3,Reduces the cooldown of your Psychic Scream ability by ${$m1/-1000} sec.,Improved Psychic Scream Requires Priest Reduces the cooldown of your Psychic Scream ability by 3 sec.,
item,35089,Brutal Gladiator's Scaled Gauntlets,equip,not in sim Go,match,44300,44300 effect1=5,,,,,5,Increases the damage dealt by your Crusader Strike ability by $s1%.,Improved Crusader Strike Requires Paladin Increases the damage dealt by your Crusader Strike ability by 5%.,
item,35098,Brutal Gladiator's Silk Handguards,equip,not in sim Go,match,44301,44301 effect1=50,,,,,50,Reduces the pushback suffered from damaging attacks while casting Polymorph by $s1%.,Improved Polymorph Requires Mage Reduces the pushback suffered from damaging attacks while casting Polymorph by 50%.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35103,Brutal Gladiator's Staff,equip,not in sim Go,match,45783,45783 effect1=1197,,,,,1197,"Increases attack power by $s1 in Cat, Bear, Dire Bear, and Moonkin forms only.","Attack Power - Feral (+1197) Requires Cat Form, Bear Form, Dire Bear Form, Moonkin Form Increases attack power by 1197 in Cat, Bear, Dire Bear, and Moonkin forms only.",modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35104,Brutal Gladiator's Totem of Indomitability,equip,not in sim Go,match,46096 > 46089,46089 effect1=39; 46089 duration=6,,,,,39 6,Your Stormstrike ability also grants you $46089s1 resilience rating for $46089d.,Brutal Totem of Indomitability Requires Shaman Your Stormstrike ability also grants you 39 resilience rating for 6 sec.,
item,35105,Brutal Gladiator's Totem of Survival,equip,not in sim Go,match,46097 > 46089,46089 effect1=39; 46089 duration=6,,,,,39 6,"Your Earth Shock, Flame Shock, and Frost Shock abilities also grant you $46089s1 resilience rating for $46089d.","Brutal Totem of Survival Requires Shaman Your Earth Shock, Flame Shock, and Frost Shock abilities also grant you 39 resilience rating for 6 sec.",
item,35106,Brutal Gladiator's Totem of the Third Wind,equip,not in sim Go,match,46098 > 46099,46099 effect1=39; 46099 duration=6,,,,,39 6,Causes your Lesser Healing Wave to increase the target's Resilience rating by $46099s1 for $46099d.,Brutal Totem of Third WInd Requires Shaman Causes your Lesser Healing Wave to increase the target's Resilience rating by 39 for 6 sec.,
item,35111,Brutal Gladiator's Wyrmhide Gloves,equip,not in sim Go,differs,33830,33830 effect1=100; 33830 effect2=100,,,,33830 effect1=100; 33830 effect2=100,0.1,Reduces the cast time of your Cyclone spell by $/1000;S1 sec.,Cyclone Cast Time Decrease Requires Druid Reduces the cast time of your Cyclone spell by 0.1 sec.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35181,Powerheal 9000 Lens,equip,not in sim Go,manual: no numeric values (scripted spell),30645,,,,,,,Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,Gas Cloud Tracking Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35181,Powerheal 9000 Lens,equip,not in sim Go,differs,40273,40273 effect1=5,,,,40273 effect1=5,1,Slightly increases your stealth detection.,Stealth Detection Requires level 1 Slightly increases your stealth detection.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35181,Powerheal 9000 Lens,use,not in sim Go,manual: no values a tooltip shows,12883,item 35181 cooldown=3,,,,,100 1 8,Allows you to look far into the distance.,Longsight 100 yd range 1 sec cast Requires level 8 Allows you to look far into the distance.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35182,Hyper-Magnified Moon Specs,equip,not in sim Go,manual: no numeric values (scripted spell),30645,,,,,,,Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,Gas Cloud Tracking Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35182,Hyper-Magnified Moon Specs,equip,not in sim Go,differs,40273,40273 effect1=5,,,,40273 effect1=5,1,Slightly increases your stealth detection.,Stealth Detection Requires level 1 Slightly increases your stealth detection.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35182,Hyper-Magnified Moon Specs,use,not in sim Go,manual: no values a tooltip shows,12883,item 35182 cooldown=3,,,,,100 1 8,Allows you to look far into the distance.,Longsight 100 yd range 1 sec cast Requires level 8 Allows you to look far into the distance.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35183,Wonderheal XT68 Shades,equip,not in sim Go,manual: no numeric values (scripted spell),30645,,,,,,,Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,Gas Cloud Tracking Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35183,Wonderheal XT68 Shades,equip,not in sim Go,differs,40273,40273 effect1=5,,,,40273 effect1=5,1,Slightly increases your stealth detection.,Stealth Detection Requires level 1 Slightly increases your stealth detection.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35183,Wonderheal XT68 Shades,use,not in sim Go,manual: no values a tooltip shows,12883,item 35183 cooldown=3,,,,,100 1 8,Allows you to look far into the distance.,Longsight 100 yd range 1 sec cast Requires level 8 Allows you to look far into the distance.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35184,Primal-Attuned Goggles,equip,not in sim Go,manual: no numeric values (scripted spell),30645,,,,,,,Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,Gas Cloud Tracking Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35184,Primal-Attuned Goggles,equip,not in sim Go,differs,40273,40273 effect1=5,,,,40273 effect1=5,1,Slightly increases your stealth detection.,Stealth Detection Requires level 1 Slightly increases your stealth detection.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35184,Primal-Attuned Goggles,use,not in sim Go,manual: no values a tooltip shows,12883,item 35184 cooldown=3,,,,,100 1 8,Allows you to look far into the distance.,Longsight 100 yd range 1 sec cast Requires level 8 Allows you to look far into the distance.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35185,Justicebringer 3000 Specs,equip,not in sim Go,manual: no numeric values (scripted spell),30645,,,,,,,Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,Gas Cloud Tracking Shows the location of nearby gas clouds on the minimap while the mote extractor remains in your inventory.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35185,Justicebringer 3000 Specs,equip,not in sim Go,differs,40273,40273 effect1=5,,,,40273 effect1=5,1,Slightly increases your stealth detection.,Stealth Detection Requires level 1 Slightly increases your stealth detection.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,35185,Justicebringer 3000 Specs,use,not in sim Go,manual: no values a tooltip shows,12883,item 35185 cooldown=3,,,,,100 1 8,Allows you to look far into the distance.,Longsight 100 yd range 1 sec cast Requires level 8 Allows you to look far into the distance.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,36972,Tome of Arcane Phenomena,use,matches server,match,60471,60471 effect1=256; 60471 duration=20; item 36972 cooldown=120,,256 20 120 2,sim/common/wotlk/stat_bonus_cds.go:33,,45 256 20,Increases your haste rating by $s1 for $d1.,Tome of Arcane Phenomena Instant Requires level 45 Increases your haste rating by 256 for 20 sec.,
item,36993,Seal of the Pantheon,use,matches server,match,60214,60214 effect1=3570; 60214 duration=20; item 36993 cooldown=120,,3570 20 120 2,sim/common/wotlk/stat_bonus_cds.go:121,,3570 20,Increases armor by $s1 for $d.,Seal of the Pantheon Instant Increases armor by 3570 for 20 sec.,
item,37064,Vestige of Haldor,equip,matches server,match,60306 > 60307,60306 proc chance=15; 60306 proc cooldown=45; 60307 effect1=1536; 60307 effect1 min=1024,,0.15 45 1024 1536,sim/common/wotlk/damage_procs.go:50 sim/common/wotlk/damage_procs.go:58,,60 1024 1536 15 45 40 60 1024 1536,"Your melee and ranged attacks have a chance to burn your enemy, dealing $55748s1 fire damage.","Vestige of Haldor Requires level 60 Your melee and ranged attacks have a chance to burn your enemy, dealing 1024 to 1536 fire damage. (Proc chance: 15%, 45s cooldown)",
item,37111,Soul Preserver,equip,matches server,manual: no values a tooltip shows,60510 > 18350,60510 proc chance=2,,15 0 800 0.02,sim/common/wotlk/other_effects.go:1006 sim/common/wotlk/other_effects.go:1008,,15 800 2,Your healing spells have a chance to make your next heal cast within $60515d cost $60515s1 less mana.,Soul Preserver Requires Paladin Your healing spells have a chance to make your next heal cast within 15 sec cost 800 less mana. (Proc chance: 2%),
item,37166,Sphere of Red Dragon's Blood,use,matches server,match,60305,60305 effect1=670; 60305 effect2=670; 60305 duration=20; item 37166 cooldown=120,,670 20 120 2,sim/common/wotlk/stat_bonus_cds.go:52,,670 20,Increases attack power by $s1 for $d.,Heart of a Dragon Instant Increases attack power by 670 for 20 sec.,
item,37220,Essence of Gossamer,equip,differs from server,match,60221 > 60218,60221 proc chance=5; 60221 proc cooldown=50; 60218 effect1=4000; 60218 effect2=140; 60218 duration=10,60218 effect1=4000,10 0 140 0.05 50,sim/common/wotlk/other_effects.go:13 sim/common/wotlk/other_effects.go:15,,60 140 10 5 50 1 140 4000 10,When struck in combat has a chance of shielding you in a protective barrier which will reduce damage from each attack by 140.  Lasts 10 secs.,"Essence of Gossamer Requires level 60 When struck in combat has a chance of shielding you in a protective barrier which will reduce damage from each attack by 140. Lasts 10 secs. (Proc chance: 5%, 50s cooldown)",
item,37264,Pendulum of Telluric Currents,equip,matches server,match,60482 > 60483,60482 proc chance=15; 60482 proc cooldown=45; 60483 effect1=1752; 60483 effect1 min=1168,,0.15 45 1168 1752,sim/common/wotlk/damage_procs.go:66 sim/common/wotlk/damage_procs.go:74,,60 1168 1752 15 45 60 1168 1752,"Your harmful spells have a chance to strike your enemy, dealing $60483s1 shadow damage.","Pendulum of Telluric Currents Requires level 60 Your harmful spells have a chance to strike your enemy, dealing 1168 to 1752 shadow damage. (Proc chance: 15%, 45s cooldown)",
item,37390,Meteorite Whetstone,equip,matches server,match,60301 > 60302,60301 proc chance=15; 60301 proc cooldown=45; 60302 effect1=444; 60302 duration=10,,444 10 0.15 45,sim/common/wotlk/stat_bonus_procs.go:70 sim/common/wotlk/stat_bonus_procs.go:71,,60 444 10 15 45 60 444,Your melee and ranged attacks have a chance to increase your haste rating by $60302s1 for $60302d1.,"Meteorite Whetstone Requires level 60 Your melee and ranged attacks have a chance to increase your haste rating by 444 for 10 sec. (Proc chance: 15%, 45s cooldown)",
item,37574,Libram of Furious Blows,equip,matches server,match,48835 > 48836,48836 effect1=61; 48836 duration=5,,61 5,sim/paladin/items.go:234 sim/paladin/items.go:236,,61 5 40 61,Causes your Judgements to increase your Critical Strike Rating by $48836s1 for $48836d.,Justice Requires Paladin Causes your Judgements to increase your Critical Strike Rating by 61 for 5 sec.,
item,37638,Offering of Sacrifice,use,matches server,match,60180,60180 effect1=3025; 60180 duration=15; item 37638 cooldown=180,,3025 15 180 3,sim/common/wotlk/stat_bonus_cds.go:100,,40 3025 15,Increases maximum health by $s1 for $d.,Resolute 40 yd range Instant Increases maximum health by 3025 for 15 sec.,
item,37657,Spark of Life,equip,matches server,match,60519 > 60520,60519 proc chance=10; 60519 proc cooldown=50; 60520 effect1=220; 60520 duration=15,,220 15 0.1 50,sim/common/wotlk/stat_bonus_procs.go:93 sim/common/wotlk/stat_bonus_procs.go:94,,220 5 15 10 50 220,"Each time you cast a damaging or healing spell, there is chance you will gain up to $60520s1 mana per 5 for $60520d.","Spark of Life Requires Paladin Each time you cast a damaging or healing spell, there is chance you will gain up to 220 mana per 5 for 15 sec. (Proc chance: 10%, 50s cooldown)",
item,37660,Forge Ember,equip,matches server,match,60473 > 60479,60473 proc chance=10; 60473 proc cooldown=45; 60479 effect1=512; 60479 effect2=512; 60479 duration=10,,512 10 0.1 45,sim/common/wotlk/stat_bonus_procs.go:103 sim/common/wotlk/stat_bonus_procs.go:104,,60 512 10 45 60 512 10,Your damaging and healing spells have a chance to increase your spell power by $60479s1 for $60479d1.,"Forge Ember Requires level 60 Your damaging and healing spells have a chance to increase your spell power by 512 for 10 sec. (Proc chance: 10%, 45s cooldown)",
item,37723,Incisor Fragment,use,matches server,match,60299,60299 effect1=291; 60299 duration=20; item 37723 cooldown=120,,291 20 120 2,sim/common/wotlk/stat_bonus_cds.go:95,,291 20,Increases your armor penetration rating by $s1 for 20 sec.,Incisor Fragment Instant Increases your armor penetration rating by 291 for 20 sec.,
item,37734,Talisman of Troll Divinity,use,matches server,match,60517 > 60518,60517 duration=20; item 37734 cooldown=120; 60518 effect1=58; 60518 duration=10,,10 5 58 20 120 2,sim/common/wotlk/other_effects.go:74 sim/common/wotlk/other_effects.go:76 sim/common/wotlk/other_effects.go:83,,20 58 10 5 100 1 58,"For the next $d, your direct heals increase healing received by their target by up to $60518s1.  This effect lasts $60518d and stacks up to 5 times.","Talisman of Troll Divinity Instant Requires Paladin For the next 20 sec, your direct heals increase healing received by their target by up to 58. This effect lasts 10 sec and stacks up to 5 times.",
item,37835,Je'Tze's Bell,equip,matches server,match,49622 > 49623,49622 proc chance=10; 49622 proc cooldown=50; 49623 effect1=125; 49623 duration=15,,125 15 0.1 50 12 73422 270 10 71904 1 1900 2100 60 71905 30 0,sim/common/wotlk/stat_bonus_procs.go:118 sim/common/wotlk/shadowmourne.go:22 sim/common/wotlk/stat_bonus_procs.go:119,,125 5 15 10 50 125,"Each time you cast a spell, there is a chance you will gain up to $49623s1 mana per 5 for $49623d.","Bonus Mana Regen Requires Paladin Each time you cast a spell, there is a chance you will gain up to 125 mana per 5 for 15 sec. (Proc chance: 10%, 50s cooldown)",
item,37844,Winged Talisman,use,matches server,match,60521,60521 effect1=346; 60521 effect2=346; 60521 duration=20; item 37844 cooldown=120,,346 20 120 2,sim/common/wotlk/stat_bonus_cds.go:71,,346 20,Increases spell power by $s2 for $d.,Winged Talisman Instant Increases spell power by 346 for 20 sec.,
item,37872,Lavanthor's Talisman,use,matches server,match,60215,60215 effect1=440; 60215 duration=40; item 37872 cooldown=120,,440 40 120 2,sim/common/wotlk/stat_bonus_cds.go:134,,440 40,Increases the block value of your shield by $s1 for $d.,Lavanthor's Talisman Instant Increases the block value of your shield by 440 for 40 sec.,
item,37873,Mark of the War Prisoner,use,matches server,match,60480,60480 effect1=346; 60480 effect2=346; 60480 duration=20; item 37873 cooldown=120,,346 20 120 2,sim/common/wotlk/stat_bonus_cds.go:72,,346 20,Increases spell power by $s2 for $d.,Mark of the War Prisoner Instant Increases spell power by 346 for 20 sec.,
item,38072,Thunder Capacitor,equip,matches server,manual: no values a tooltip shows,54841 > 18350,54841 proc cooldown=2.5,,4 2.5 2500 1181 1371,sim/common/wotlk/capacitors.go:85 sim/common/wotlk/capacitors.go:92,,4 1181 1371 2.5,"You gain a Thunder Charge each time you cause a damaging spell critical strike. When you reach $s1 Thunder Charges, they will release, firing a Lightning Bolt for $54843s1 damage. Thunder Charge cannot be gained more often than once every 2.5 sec.","Thunder Capacitor Requires Paladin You gain a Thunder Charge each time you cause a damaging spell critical strike. When you reach 4 Thunder Charges, they will release, firing a Lightning Bolt for 1181 to 1371 damage. Thunder Charge cannot be gained more often than once every 2.5 sec. (2.5s cooldown)",
item,38212,Death Knight's Anguish,equip,matches server,match,54695 > 54696 > 54697,54695 proc chance=10; 54695 proc cooldown=45; 54696 duration=20; 54697 effect1=15,,20 10 15 0.1 45,sim/common/wotlk/stat_bonus_stacking.go:143 sim/common/wotlk/stat_bonus_stacking.go:167 sim/common/wotlk/stat_bonus_stacking.go:149,,60 15 10 20 10 45 10 15 10 20 15,"Chance on melee or ranged attack to enter Wracking Pains, during which your attacks will each grant $54697s1 crit rating, stacking up to 10 times.  Expires after $54696d.","Item - Death Knight's Anguish Base Requires level 60 Chance on melee or ranged attack to enter Wracking Pains, during which your attacks will each grant 15 crit rating, stacking up to 10 times. Expires after 20 sec. (Proc chance: 10%, 45s cooldown)",
item,38287,Empty Mug of Direbrew,use,differs from server,differs,51955,51955 effect1=278; 51955 effect2=278; 51955 effect3=30; 51955 duration=20; item 38287 cooldown=120,51955 effect3=30,278 20 120 2,sim/common/tbc/melee_trinkets.go:17,51955 effect3=30,278 20,Increases attack power by $s1 for $d.,Dire Drunkard Instant Increases attack power by 278 for 20 sec.,
item,38289,Coren's Lucky Coin,use,matches server,match,51952,51952 effect1=200; 51952 duration=40; item 38289 cooldown=120,,200 40 120 2,sim/common/tbc/melee_trinkets.go:22,,200 40,Increases the block value of your shield by $s1 for $d.,Dark Iron Luck Instant Increases the block value of your shield by 200 for 40 sec.,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql
item,38358,Arcane Revitalizer,equip,not in sim Go,match,51352 > 51353,51352 proc cooldown=10; 51353 effect1=200,,,,,200 10 200,Restores 200 mana when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds.,Venture Company Beatdown! Restores 200 mana when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds. (10s cooldown),
item,38359,Goblin Repetition Reducer,equip,not in sim Go,match,51346 > 51348,51346 proc cooldown=10; 51348 effect1=200,,,,,200 10 200,Restores 200 health when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds.,Venture Company Beatdown! Restores 200 health when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds. (10s cooldown),
item,38360,Idol of Arcane Terror,equip,not in sim Go,differs,57907 > 57909,57907 proc chance=40; 57907 proc cooldown=45; 57909 effect1=131; 57909 duration=10,,,,57909 duration=10,131 40 45 131,Chance on Moonfire to increase your Spirit by $57909s1.,"Increased Spirit Requires Druid Chance on Moonfire to increase your Spirit by 131. (Proc chance: 40%, 45s cooldown)",
item,38361,Venture Co. Lightning Rod,equip,matches server (not registered),match,61325,61325 effect1=121,,121 0 215,sim/shaman/electric_spell.go:16 sim/shaman/lavaburst.go:12,,121,Increases the damage dealt by your Lava Burst by $s1.,Increased Lava Burst Requires Shaman Increases the damage dealt by your Lava Burst by 121.,
item,38362,Venture Co. Libram of Retribution,equip,matches server (not registered),match,63353,63353 effect1=81,,81 0,sim/paladin/divine_storm.go:11,,81,Causes your Divine Storm to deal an additional $s1 damage.,Justice Requires Paladin Causes your Divine Storm to deal an additional 81 damage.,
item,38363,Venture Co. Libram of Protection,equip,not in sim Go,match,61323,61323 effect1=96,,,,,96,Your Shield of Righteousness deals an additional $s1 damage.,Shield of the Righteous Damage Requires Paladin Your Shield of Righteousness deals an additional 96 damage.,
item,38364,Venture Co. Libram of Mostly Holy Deeds,equip,not in sim Go,match,61322,61322 effect1=69,,,,,69,Your Holy Shock heals for an additional $s1.,Item - Holy Shock Increased Healing Requires Paladin Your Holy Shock heals for an additional 69.,
item,38365,Idol of Perspicacious Attacks,equip,matches server (not registered),match,52314,52314 effect1=120; 52314 effect2=24,,120 24,sim/druid/maul.go:12 sim/druid/swipe.go:13,,120 24,Increases the damage dealt by your Maul ability by $s1 and Swipe ability by $s2.,Increased Maul and Swipe Damage Requires Druid Increases the damage dealt by your Maul ability by 120 and Swipe ability by 24.,
item,38366,Idol of Pure Thoughts,equip,not in sim Go,match,57918,57918 effect1=33,,,,,33,Increases the periodic healing of Rejuvenation by $s1.,Increased Healing Requires Druid Increases the periodic healing of Rejuvenation by 33.,
item,38367,Venture Co. Flame Slicer,equip,matches server (not registered),match,61318,61318 effect1=25,,25 0,sim/shaman/lavalash.go:13 sim/shaman/lavalash.go:25,,25,Increases the damage your Lava Lash deals by $s1.,Increased Lava Burst Strike Requires Shaman Increases the damage your Lava Lash deals by 25.,
item,38368,Totem of the Bay,equip,matches server (not registered),match,61321,61321 effect1=102,,102 0,sim/shaman/heals.go:319,,102,Increases the base amount healed by your chain heal by $s1.,Item - Increased Chain Heal Requires Shaman Increases the base amount healed by your chain heal by 102.,
item,38387,Grizzled Hat,use,not in sim Go,match,55248,55248 effect1=10; item 38387 cooldown=60,,,,,48 10 30,Gives $M1 additional stamina to party members within $a1 yards.,Grizzled Hat Instant Requires level 48 Gives 10 additional stamina to party members within 30 yards.,
item,38388,Cap of the North,use,not in sim Go,match,55247,55247 effect1=10; item 38388 cooldown=60,,,,,48 10 30,Gives $M1 additional stamina to party members within $a1 yards.,Cap of the North Instant Requires level 48 Gives 10 additional stamina to party members within 30 yards.,
item,38389,Comfy Raccoonskin Hat,use,not in sim Go,match,55246,55246 effect1=10; item 38389 cooldown=60,,,,,48 10 30,Gives $M1 additional stamina to party members within $a1 yards.,Comfy Racoonskin Hat Instant Requires level 48 Gives 10 additional stamina to party members within 30 yards.,
item,38390,The Rugged Marksman,use,not in sim Go,match,55245,55245 effect1=10; item 38390 cooldown=60,,,,,48 10 30,Gives $M1 additional stamina to party members within $a1 yards.,The Rugged Marksman Instant Requires level 48 Gives 10 additional stamina to party members within 30 yards.,
item,38572,Bounty Procurement Enhancer,equip,not in sim Go,match,51359 > 51360,51359 proc cooldown=10; 51360 effect1=125,,,,,125 10 125,Restores $51360s1 health when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds.,Venture Company Beatdown Restores 125 health when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds. (10s cooldown),
item,38572,Bounty Procurement Enhancer,equip,not in sim Go,match,51349 > 51351,51349 proc cooldown=10; 51351 effect1=125,,,,,125 10 125,Restores $51351s1 mana when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds.,Venture Company Beatdown Restores 125 mana when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds. (10s cooldown),
item,38760,Mendicant's Charm,use,matches server,match,48875,48875 effect1=145; 48875 effect2=145; 48875 duration=20; item 38760 cooldown=120,,145 20 120 2,sim/common/wotlk/stat_bonus_cds.go:76,,40 145 20,Increases spell power by $s2 for $d.,Spell Power 40 yd range Instant Increases spell power by 145 for 20 sec.,
item,38761,Talon of Hatred,use,matches server,match,61778,61778 effect1=248; 61778 effect2=248; 61778 duration=20; item 38761 cooldown=120,,248 20 120 2,sim/common/wotlk/stat_bonus_cds.go:57,,248 20,Increases attack power by $s1 for $d.,Scything Talons Instant Increases attack power by 248 for 20 sec.,
item,38762,Insignia of Bloody Fire,use,matches server,match,48875,48875 effect1=145; 48875 effect2=145; 48875 duration=20; item 38762 cooldown=120,,145 20 120 2,sim/common/wotlk/stat_bonus_cds.go:77,,40 145 20,Increases spell power by $s2 for $d.,Spell Power 40 yd range Instant Increases spell power by 145 for 20 sec.,
item,38763,Futuresight Rune,use,matches server,match,61426,61426 effect1=184; 61426 duration=20; item 38763 cooldown=120,,184 20 120 2,sim/common/wotlk/stat_bonus_cds.go:155,,40 184 20,Increases Spirit by $s1 for $d.,Infinite Spirit 40 yd range Instant Increases Spirit by 184 for 20 sec.,
item,38764,Rune of Finite Variation,use,matches server,match,61427,61427 effect1=208; 61427 duration=20; item 38764 cooldown=120,,208 20 120 2,sim/common/wotlk/stat_bonus_cds.go:40,,208 20,Increases haste rating by $s1 for $d.,Infinite Speed Instant Increases haste rating by 208 for 20 sec.,
item,38765,Rune of Infinite Power,use,matches server,match,61428,61428 effect1=202; 61428 effect2=202; 61428 duration=20; item 38765 cooldown=120,,202 20 120 2,sim/common/wotlk/stat_bonus_cds.go:78,,40 202 20,Increases spell power by $s2 for $d.,Infinite Power 40 yd range Instant Increases spell power by 202 for 20 sec.,
item,39208,Sigil of the Dark Rider,equip,matches server (not registered),match,52394,52394 effect1=90,,90 0,sim/deathknight/items.go:280,,90,Increases the damage dealt by your Blood Strike and Heart Strike by ${$m1}.,Increased Blood Strike Damage Requires Death Knight Increases the damage dealt by your Blood Strike and Heart Strike by 90.,
item,39229,Embrace of the Spider,equip,matches server,match,60490 > 60492,60490 proc chance=10; 60490 proc cooldown=45; 60492 effect1=505; 60492 duration=10,,505 10 0.1 45,sim/common/wotlk/stat_bonus_procs.go:139 sim/common/wotlk/stat_bonus_procs.go:140,,60 505 10 45 60 505 10,Your spells have a chance to increase your haste rating by $60492s1 for 10 secs.,"Embrace of the Spider Requires level 60 Your spells have a chance to increase your haste rating by 505 for 10 secs. (Proc chance: 10%, 45s cooldown)",
