id,name,category,server_ilvl,sim_ilvl,zone,difficulty,diffs (server -> sim),server_unmapped_stat_types,module_files,sim_sources
35046,Brutal Gladiator's Linked Spaulders,module,159,159,no source,,stat Strength: 30 -> 0; stat AttackPower: 0 -> 60; stat RangedAttackPower: 0 -> 60; set name: Gladiator's Earthshaker -> Brutal Gladiator's Earthshaker,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35048,Brutal Gladiator's Mail Armor,module,159,159,no source,,stat MeleeCrit: 0 -> 34; set name: Gladiator's Thunderfist -> Brutal Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35049,Brutal Gladiator's Mail Gauntlets,module,159,159,no source,,stat MeleeCrit: 0 -> 32; set name: Gladiator's Thunderfist -> Brutal Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35050,Brutal Gladiator's Mail Helm,module,159,159,no source,,stat MeleeCrit: 0 -> 32; set name: Gladiator's Thunderfist -> Brutal Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35051,Brutal Gladiator's Mail Leggings,module,159,159,no source,,stat MeleeCrit: 0 -> 34; set name: Gladiator's Thunderfist -> Brutal Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35052,Brutal Gladiator's Mail Spaulders,module,159,159,no source,,stat MeleeCrit: 0 -> 26; set name: Gladiator's Thunderfist -> Brutal Gladiator's Thunderfist,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35053,Brutal Gladiator's Mooncloth Gloves,classic,159,159,no source,,set name: Gladiator's Investiture -> Brutal Gladiator's Investiture,,,
35054,Brutal Gladiator's Mooncloth Hood,classic,159,159,no source,,set name: Gladiator's Investiture -> Brutal Gladiator's Investiture,,,
35055,Brutal Gladiator's Mooncloth Leggings,classic,159,159,no source,,set name: Gladiator's Investiture -> Brutal Gladiator's Investiture,,,
35056,Brutal Gladiator's Mooncloth Mantle,classic,159,159,no source,,set name: Gladiator's Investiture -> Brutal Gladiator's Investiture,,,
35057,Brutal Gladiator's Mooncloth Robe,classic,159,159,no source,,set name: Gladiator's Investiture -> Brutal Gladiator's Investiture,,,
35059,Brutal Gladiator's Ornamented Chestguard,module,159,159,no source,,stat MeleeCrit: 0 -> 42; set name: Gladiator's Redemption -> Brutal Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35060,Brutal Gladiator's Ornamented Gloves,module,159,159,no source,,stat MeleeCrit: 0 -> 33; set name: Gladiator's Redemption -> Brutal Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35061,Brutal Gladiator's Ornamented Headcover,module,159,159,no source,,stat MeleeCrit: 0 -> 32; set name: Gladiator's Redemption -> Brutal Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35062,Brutal Gladiator's Ornamented Legplates,module,159,159,no source,,stat MeleeCrit: 0 -> 46; set name: Gladiator's Redemption -> Brutal Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35063,Brutal Gladiator's Ornamented Spaulders,module,159,159,no source,,stat MeleeCrit: 0 -> 32; set name: Gladiator's Redemption -> Brutal Gladiator's Redemption,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35066,Brutal Gladiator's Plate Chestpiece,classic,159,159,no source,,set name: Gladiator's Battlegear -> Brutal Gladiator's Battlegear,,,
35067,Brutal Gladiator's Plate Gauntlets,classic,159,159,no source,,set name: Gladiator's Battlegear -> Brutal Gladiator's Battlegear,,,
35068,Brutal Gladiator's Plate Helm,classic,159,159,no source,,set name: Gladiator's Battlegear -> Brutal Gladiator's Battlegear,,,
35069,Brutal Gladiator's Plate Legguards,classic,159,159,no source,,set name: Gladiator's Battlegear -> Brutal Gladiator's Battlegear,,,
35070,Brutal Gladiator's Plate Shoulders,classic,159,159,no source,,set name: Gladiator's Battlegear -> Brutal Gladiator's Battlegear,,,
35077,Brutal Gladiator's Ringmail Armor,module,159,159,no source,,stat MeleeCrit: 0 -> 36; set name: Gladiator's Wartide -> Brutal Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35078,Brutal Gladiator's Ringmail Gauntlets,module,159,159,no source,,stat MeleeCrit: 0 -> 29; set name: Gladiator's Wartide -> Brutal Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35079,Brutal Gladiator's Ringmail Helm,module,159,159,no source,,stat MeleeCrit: 0 -> 31; set name: Gladiator's Wartide -> Brutal Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35080,Brutal Gladiator's Ringmail Leggings,module,159,159,no source,,stat MeleeCrit: 0 -> 34; set name: Gladiator's Wartide -> Brutal Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35081,Brutal Gladiator's Ringmail Spaulders,module,159,159,no source,,stat MeleeCrit: 0 -> 24; set name: Gladiator's Wartide -> Brutal Gladiator's Wartide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35083,Brutal Gladiator's Satin Gloves,classic,159,159,no source,,set name: Gladiator's Raiment -> Brutal Gladiator's Raiment,,,
35084,Brutal Gladiator's Satin Hood,classic,159,159,no source,,set name: Gladiator's Raiment -> Brutal Gladiator's Raiment,,,
35085,Brutal Gladiator's Satin Leggings,classic,159,159,no source,,set name: Gladiator's Raiment -> Brutal Gladiator's Raiment,,,
35086,Brutal Gladiator's Satin Mantle,classic,159,159,no source,,set name: Gladiator's Raiment -> Brutal Gladiator's Raiment,,,
35087,Brutal Gladiator's Satin Robe,classic,159,159,no source,,set name: Gladiator's Raiment -> Brutal Gladiator's Raiment,,,
35088,Brutal Gladiator's Scaled Chestpiece,classic,159,159,no source,,set name: Gladiator's Vindication -> Brutal Gladiator's Vindication,,,
35089,Brutal Gladiator's Scaled Gauntlets,classic,159,159,no source,,set name: Gladiator's Vindication -> Brutal Gladiator's Vindication,,,
35090,Brutal Gladiator's Scaled Helm,classic,159,159,no source,,set name: Gladiator's Vindication -> Brutal Gladiator's Vindication,,,
35091,Brutal Gladiator's Scaled Legguards,classic,159,159,no source,,set name: Gladiator's Vindication -> Brutal Gladiator's Vindication,,,
35092,Brutal Gladiator's Scaled Shoulders,classic,159,159,no source,,set name: Gladiator's Vindication -> Brutal Gladiator's Vindication,,,
35096,Brutal Gladiator's Silk Amice,module,159,159,no source,,stat MeleeCrit: 0 -> 21; set name: Gladiator's Regalia -> Brutal Gladiator's Regalia,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35097,Brutal Gladiator's Silk Cowl,module,159,159,no source,,stat MeleeCrit: 0 -> 30; set name: Gladiator's Regalia -> Brutal Gladiator's Regalia,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35098,Brutal Gladiator's Silk Handguards,module,159,159,no source,,stat MeleeCrit: 0 -> 26; set name: Gladiator's Regalia -> Brutal Gladiator's Regalia,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35099,Brutal Gladiator's Silk Raiment,module,159,159,no source,,stat MeleeCrit: 0 -> 39; set name: Gladiator's Regalia -> Brutal Gladiator's Regalia,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35100,Brutal Gladiator's Silk Trousers,module,159,159,no source,,stat MeleeCrit: 0 -> 39; set name: Gladiator's Regalia -> Brutal Gladiator's Regalia,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35102,Brutal Gladiator's Spellblade,module,154,154,no source,,stat MeleeHit: 0 -> 19,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35103,Brutal Gladiator's Staff,module,154,154,no source,,stat Strength: 50 -> 0; stat AttackPower: 1197 -> 100; stat RangedAttackPower: 0 -> 100; weapon damage min: 86.4 -> 224; weapon damage max: 199.4 -> 337,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35108,Brutal Gladiator's War Edge,module,154,154,no source,,weapon damage min: 147 -> 213; weapon damage max: 222 -> 320,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35109,Brutal Gladiator's War Staff,module,154,154,no source,,stat MeleeCrit: 0 -> 50,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35111,Brutal Gladiator's Wyrmhide Gloves,module,159,159,no source,,stat MeleeCrit: 0 -> 16; set name: Gladiator's Wildhide -> Brutal Gladiator's Wildhide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35112,Brutal Gladiator's Wyrmhide Helm,module,159,159,no source,,stat MeleeCrit: 0 -> 22; set name: Gladiator's Wildhide -> Brutal Gladiator's Wildhide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35113,Brutal Gladiator's Wyrmhide Legguards,module,159,159,no source,,stat MeleeCrit: 0 -> 27; set name: Gladiator's Wildhide -> Brutal Gladiator's Wildhide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35114,Brutal Gladiator's Wyrmhide Spaulders,module,159,159,no source,,stat MeleeCrit: 0 -> 13; set name: Gladiator's Wildhide -> Brutal Gladiator's Wildhide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35115,Brutal Gladiator's Wyrmhide Tunic,module,159,159,no source,,stat MeleeCrit: 0 -> 18; set name: Gladiator's Wildhide -> Brutal Gladiator's Wildhide,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35129,Guardian's Band of Dominance,module,154,154,no source,,stat MeleeHaste: 0 -> 14,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35132,Guardian's Pendant of Conquest,module,154,154,no source,,stat MeleeCrit: 0 -> 24,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35140,Guardian's Lamellar Greaves,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35142,Guardian's Linked Sabatons,module,159,159,no source,,stat Strength: 38 -> 0; stat AttackPower: 0 -> 76; stat RangedAttackPower: 0 -> 76,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35143,Guardian's Mail Sabatons,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35145,Guardian's Ornamented Greaves,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35147,Guardian's Ringmail Sabatons,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35149,Guardian's Silk Footguards,module,159,159,no source,,stat MeleeCrit: 0 -> 32,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35155,Guardian's Lamellar Belt,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35157,Guardian's Linked Girdle,module,159,159,no source,,stat Strength: 38 -> 0; stat AttackPower: 0 -> 76; stat RangedAttackPower: 0 -> 76,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35158,Guardian's Mail Girdle,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35160,Guardian's Ornamented Belt,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35162,Guardian's Ringmail Girdle,module,159,159,no source,,stat MeleeCrit: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35164,Guardian's Silk Belt,module,159,159,no source,,stat MeleeCrit: 0 -> 32,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35169,Guardian's Kodohide Bracers,module,154,154,no source,,stat Stamina: 43 -> 31,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35170,Guardian's Lamellar Bracers,module,154,154,no source,,stat MeleeCrit: 0 -> 23,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35172,Guardian's Linked Bracers,module,154,154,no source,,stat Strength: 28 -> 0; stat AttackPower: 0 -> 56; stat RangedAttackPower: 0 -> 56,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35173,Guardian's Mail Bracers,module,154,154,no source,,stat MeleeCrit: 0 -> 24,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35175,Guardian's Ornamented Bracers,module,154,154,no source,,stat MeleeCrit: 0 -> 23,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35177,Guardian's Ringmail Bracers,module,154,154,no source,,stat MeleeCrit: 0 -> 24,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35179,Guardian's Silk Cuffs,module,154,154,no source,,stat MeleeCrit: 0 -> 18,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35182,Hyper-Magnified Moon Specs,module,159,159,other,,stat MeleeCrit: 0 -> 54; class allowlist:  -> Druid,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Engineering (spell 46109)
35185,Justicebringer 3000 Specs,module,159,159,other,,stat MeleeCrit: 0 -> 52,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,crafted Engineering (spell 46107)
35282,Sin'dorei Band of Dominance,module,141,141,Sunwell Plateau,Normal,stat MeleeCrit: 0 -> 28,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Sunwell Plateau Normal (M'uru)
35290,Sin'dorei Pendant of Conquest,module,141,141,Sunwell Plateau,Normal,stat MeleeCrit: 0 -> 19,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,drop Sunwell Plateau Normal (Eredar Twins)
35317,Vindicator's Pendant of Reprieve,module,141,141,no source,,stat MeleeHaste: 0 -> 23,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35319,Vindicator's Pendant of Subjugation,module,141,141,no source,,stat MeleeHaste: 0 -> 21,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
35320,Vindicator's Band of Subjugation,module,141,141,no source,,stat MeleeHaste: 0 -> 30,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
37174,Rippling Azure Cloak,unobtainable,200,200,no source,,stat Stamina: 64 -> 24; stat Intellect: 43 -> 41; stat SpellPower: 0 -> 50; stat Armor: 0 -> 145,,,
37175,Glassy Silver Bracers,unobtainable,200,200,no source,,stat Armor: 0 -> 948; stat Defense: 0 -> 25; stat BlockValue: 0 -> 93; stat Dodge: 25 -> 0; stat Parry: 31 -> 0,,,
37176,Cavern Leather Treads,unobtainable,200,200,no source,,stat Stamina: 68 -> 33; stat Intellect: 50 -> 38; stat SpellPower: 0 -> 59; stat Armor: 0 -> 375,,,
37244,Fungi-Coated Boots,unobtainable,200,200,no source,,stat Stamina: 82 -> 43; stat Intellect: 50 -> 44; stat Spirit: 50 -> 0; stat SpellPower: 0 -> 59; stat MP5: 0 -> 25; stat Armor: 0 -> 833,,,
37245,Tangled Web Bindings,unobtainable,200,200,no source,,stat Stamina: 60 -> 31; stat Intellect: 43 -> 33; stat SpellPower: 0 -> 50; stat Armor: 0 -> 127,,,
37379,Skadi's Iron Belt,classic,200,200,Utgarde Pinnacle,Heroic,socket bonus BlockValue: 12 -> 0,,,drop Utgarde Pinnacle Heroic (Skadi the Ruthless) | drop Utgarde Pinnacle TitanRuneAlpha (Skadi the Ruthless)
37611,Epic Bland Dagger,unobtainable,146,146,no source,,weapon damage min: 0 -> 185; weapon damage max: 0 -> 186; weapon speed: 0 -> 1.8,,,
37649,Quarry Chisel,unobtainable,200,200,no source,,weapon damage min: 0 -> 145; weapon damage max: 0 -> 219; weapon speed: 0 -> 1.4,,,
37697,Trade District Knife,unobtainable,200,200,no source,,stat Stamina: 58 -> 28; stat AttackPower: 0 -> 66; stat RangedAttackPower: 0 -> 66; weapon damage min: 0 -> 187; weapon damage max: 0 -> 281; weapon speed: 0 -> 1.8,,,
37698,Spaulders of Elder's Square,unobtainable,200,200,no source,,stat Armor: 0 -> 1625,,,
37699,Festival Lane Girdle,unobtainable,200,200,no source,,stat Stamina: 86 -> 57; stat Intellect: 58 -> 38; stat Spirit: 58 -> 0; stat SpellPower: 0 -> 68; stat MP5: 0 -> 29; stat Armor: 0 -> 1218,,,
37739,Brutal Gladiator's Blade of Alacrity,unobtainable,154,154,no source,,stat MeleeHit: 0 -> 18; stat MeleeHaste: 0 -> 227,,,
37740,Brutal Gladiator's Swift Judgement,unobtainable,154,154,no source,,stat MeleeHaste: 0 -> 227,,,
37927,Guardian's Band of Subjugation,module,154,154,no source,,stat MeleeHaste: 0 -> 34,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
37928,Guardian's Pendant of Subjugation,module,154,154,no source,,stat MeleeHaste: 0 -> 24,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
37929,Guardian's Pendant of Reprieve,module,154,154,no source,,stat MeleeHaste: 0 -> 26,,modules/mod-individual-progression/data/sql/world/base/tbc_item_changes.sql,
38387,Grizzled Hat,classic,154,154,no source,,stat Armor: 0 -> 791,,,
38388,Cap of the North,classic,154,154,no source,,stat Armor: 0 -> 791,,,
38389,Comfy Raccoonskin Hat,classic,154,154,no source,,stat Armor: 0 -> 791,,,
38390,The Rugged Marksman,classic,154,154,no source,,stat Armor: 0 -> 791,,,
38442,Mail Melee Leatherworking Chest,unobtainable,187,187,no source,,stat Armor: 0 -> 1171,,,
38443,Mail Melee Leatherworking Shoulders,unobtainable,187,187,no source,,stat Armor: 0 -> 878,,,
38444,Mail Melee Leatherworking Bracer,unobtainable,187,187,no source,,stat Armor: 0 -> 512,,,
38445,Mail Caster Leatherworking Helm,unobtainable,187,187,no source,,stat Armor: 0 -> 952,,,
39263,Dissevered Leggings,unobtainable,200,200,Ahn'kahet: The Old Kingdom,TitanRuneAlpha,stat Agility: 73 -> 64; stat Stamina: 134 -> 78; stat Intellect: 0 -> 47; stat SpellHit: 44 -> 35; stat SpellCrit: 60 -> 38; stat AttackPower: 0 -> 148; stat MeleeHit: 44 -> 35; stat MeleeCrit: 60 -> 38; stat Armor: 0 -> 1097; stat RangedAttackPower: 0 -> 148,,,drop Ahn'kahet: The Old Kingdom TitanRuneAlpha (Elder Nadox) | drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Elder Nadox)
39364,Hood of the Titan Defender,unobtainable,162,162,no source,,stat Intellect: 58 -> 0; stat SpellPower: 0 -> 68; stat Armor: 0 -> 160,,,
39410,Gauntlets of Rampant Destruction,unobtainable,162,162,no source,,stat Intellect: 44 -> 0; stat SpellPower: 0 -> 51; stat Armor: 0 -> 232,,,
39440,Greaves of the Titan Protectorate,unobtainable,162,162,no source,,stat Stamina: 59 -> 0; stat Intellect: 63 -> 39; stat Spirit: 32 -> 0; stat SpellPower: 0 -> 74; stat MP5: 0 -> 16; stat Armor: 0 -> 722,,,
39460,Sabatons of the Rampaging Construct,unobtainable,162,162,no source,,stat Stamina: 64 -> 39; stat Intellect: 46 -> 31; stat SpellPower: 0 -> 54; stat Armor: 0 -> 1013,,,
39641,Heroes' Redemption Legguards,classic,200,200,vendor: Griselda Hunderland,,socket bonus BlockValue: 27 -> 0,,,sold by Griselda Hunderland (28997) in zone 4395
39707,Verdant Tundra Cap,classic,155,155,no source,,stat SpellPower: 0 -> 60,,,
39708,Verdant Tundra Shoulderpads,classic,155,155,no source,,stat SpellPower: 0 -> 44,,,
39709,Verdant Tundra Boots,classic,151,151,no source,,stat SpellPower: 0 -> 44,,,
39710,Verdant Tundra Belt,classic,151,151,no source,,stat SpellPower: 0 -> 47,,,
39711,Verdant Tundra Bracers,classic,151,151,no source,,stat SpellPower: 0 -> 36,,,
39819,Bloodbinder's Runestone,unobtainable,158,158,no source,,stat Intellect: 38 -> 0; stat SpellPower: 0 -> 44,,,
39828,Punisher's Cloak,unobtainable,158,158,no source,,stat Stamina: 56 -> 27; stat AttackPower: 0 -> 64; stat Armor: 0 -> 96; stat RangedAttackPower: 0 -> 64,,,
40440,Brutal Gladiator's Dreadplate Chestpiece,unobtainable,159,159,no source,,stat SpellHaste: 12 -> 0; stat MeleeHaste: 12 -> 0; stat ArmorPenetration: 0 -> 12; set name: Gladiator's Dreadplate -> Brutal Gladiator's Dreadplate,,,
40441,Brutal Gladiator's Dreadplate Gauntlets,unobtainable,159,159,no source,,set name: Gladiator's Dreadplate -> Brutal Gladiator's Dreadplate,,,
40442,Brutal Gladiator's Dreadplate Helm,unobtainable,159,159,no source,,stat SpellHaste: 12 -> 0; stat MeleeHaste: 12 -> 0; stat ArmorPenetration: 0 -> 12; set name: Gladiator's Dreadplate -> Brutal Gladiator's Dreadplate,,,
40443,Brutal Gladiator's Dreadplate Legguards,unobtainable,159,159,no source,,stat SpellHaste: 12 -> 0; stat MeleeHaste: 12 -> 0; stat ArmorPenetration: 0 -> 12; set name: Gladiator's Dreadplate -> Brutal Gladiator's Dreadplate,,,
40444,Brutal Gladiator's Dreadplate Shoulders,unobtainable,159,159,no source,,set name: Gladiator's Dreadplate -> Brutal Gladiator's Dreadplate,,,
40553,Electrified Blade,unobtainable,200,200,no source,,weapon damage min: 0 -> 291; weapon damage max: 0 -> 541; weapon speed: 0 -> 2.9,,,
40583,Valorous Redemption Legguards,classic,213,213,vendor: Griselda Hunderland,,socket bonus BlockValue: 27 -> 0,,,sold by Griselda Hunderland (28997) in zone 4395
40787,Furious Gladiator's Dreadplate Chestpiece,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2369 -> 2429; stat Resilience: 80 -> 85,,,
40788,Furious Gladiator's Scaled Chestpiece,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2369 -> 2429; stat Resilience: 80 -> 85,,,
40789,Furious Gladiator's Plate Chestpiece,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2369 -> 2429; stat Resilience: 80 -> 85,,,
40807,Furious Gladiator's Plate Gauntlets,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 82 -> 87; stat Stamina: 133 -> 141; stat SpellCrit: 39 -> 41; stat MeleeCrit: 39 -> 41; stat Armor: 1480 -> 1517; stat Resilience: 47 -> 50,,,
40808,Furious Gladiator's Scaled Gauntlets,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 82 -> 87; stat Stamina: 133 -> 141; stat SpellCrit: 39 -> 41; stat MeleeCrit: 39 -> 41; stat Armor: 1480 -> 1517; stat Resilience: 47 -> 50,,,
40809,Furious Gladiator's Dreadplate Gauntlets,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 82 -> 87; stat Stamina: 133 -> 141; stat SpellCrit: 39 -> 41; stat MeleeCrit: 39 -> 41; stat Armor: 1480 -> 1517; stat Resilience: 47 -> 50,,,
40826,Furious Gladiator's Plate Helm,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 1925 -> 1974; stat Resilience: 64 -> 68,,,
40827,Furious Gladiator's Dreadplate Helm,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 1925 -> 1974; stat Resilience: 64 -> 68,,,
40828,Furious Gladiator's Scaled Helm,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 1925 -> 1974; stat Resilience: 64 -> 68,,,
40832,Sigil of Pestilential Touch,unobtainable,150,150,no source,,stat Strength: 15 -> 0; stat Stamina: 23 -> 0; stat SpellHit: 10 -> 0; stat SpellCrit: 10 -> 0; stat MeleeHit: 10 -> 0; stat MeleeCrit: 10 -> 0; sockets: Unknown -> ; class allowlist: Deathknight+Paladin -> ,,,
40839,Sigil of the Glorious Mistake,unobtainable,150,150,no source,,sockets: Unknown -> ,,,
40847,Furious Gladiator's Plate Legguards,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2073 -> 2125; stat Resilience: 80 -> 85,,,
40848,Furious Gladiator's Dreadplate Legguards,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2073 -> 2125; stat Resilience: 80 -> 85,,,
40849,Furious Gladiator's Scaled Legguards,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 105 -> 112; stat Stamina: 180 -> 191; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2073 -> 2125; stat Resilience: 80 -> 85,,,
40866,Furious Gladiator's Plate Shoulders,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 82 -> 87; stat Stamina: 133 -> 141; stat SpellCrit: 52 -> 55; stat MeleeCrit: 52 -> 55; stat Armor: 1777 -> 1822; stat Resilience: 59 -> 63,,,
40868,Furious Gladiator's Dreadplate Shoulders,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 82 -> 87; stat Stamina: 133 -> 141; stat SpellCrit: 52 -> 55; stat MeleeCrit: 52 -> 55; stat Armor: 1777 -> 1822; stat Resilience: 59 -> 63,,,
40869,Furious Gladiator's Scaled Shoulders,classic,232,238,no source,,ilvl: 232 -> 238; stat Strength: 82 -> 87; stat Stamina: 133 -> 141; stat SpellCrit: 52 -> 55; stat MeleeCrit: 52 -> 55; stat Armor: 1777 -> 1822; stat Resilience: 59 -> 63,,,
40881,Furious Gladiator's Girdle of Triumph,classic,226,232,no source,,ilvl: 226 -> 232; stat Strength: 77 -> 82; stat Stamina: 126 -> 134; stat SpellCrit: 49 -> 52; stat MeleeCrit: 49 -> 52; stat Armor: 1321 -> 1355; stat Resilience: 56 -> 59,,,
40882,Furious Gladiator's Greaves of Triumph,classic,226,232,no source,,ilvl: 226 -> 232; stat Strength: 77 -> 82; stat Stamina: 126 -> 134; stat SpellCrit: 49 -> 52; stat MeleeCrit: 49 -> 52; stat Armor: 1614 -> 1656; stat Resilience: 56 -> 59,,,
40889,Furious Gladiator's Bracers of Triumph,classic,226,232,no source,,ilvl: 226 -> 232; stat Strength: 63 -> 67; stat Stamina: 94 -> 99; stat SpellCrit: 42 -> 44; stat MeleeCrit: 42 -> 44; stat Armor: 1027 -> 1054; stat Resilience: 42 -> 44,,,
40907,Furious Gladiator's Ornamented Chestguard,classic,232,238,no source,,ilvl: 232 -> 238; stat Stamina: 138 -> 147; stat Intellect: 60 -> 64; stat SpellPower: 123 -> 131; stat SpellCrit: 64 -> 68; stat MeleeCrit: 64 -> 68; stat Armor: 2369 -> 2429; stat Resilience: 80 -> 85,,,
